itr,md,Recall@30,Avg_Time_Per_Query_ms,Avg_Docs_Examined,Avg_Blocks_Entered,Avg_Blocks_Skipped
3,60000,0.8987315833333334,33.39380833333333,60000.0,1122.1180833333333,0.0007242176944444444
3,70000,0.9220185833333334,38.7951,70000.0,1293.7805555555556,0.001110467361111111
3,80000,0.9369835,44.11684722222222,80000.0,1464.4927777777777,0.0018910134722222225
5,60000,0.8958083243243243,33.27437837837838,60000.0,1124.0991351351352,0.000892549918918919
5,70000,0.9208880833333334,38.89441111111111,70000.0,1300.0908333333334,0.0014645292499999999
5,80000,0.9358844166666667,44.181761111111115,80000.0,1471.0144444444443,0.0024140600000000004
