k,itr,nb,nd,md,heap_factor,Avg_Cluster_Size,Median_Cluster_Size,Avg_Cluster_Similarity,Avg_Blocks_Entered,Avg_Blocks_Skipped,Avg_Docs_Examined,Avg_Docs_Popped,Clustering_Time_s,Indexing_Time_s,Recall@30,Avg_Time_Per_Query_ms,Search_Time_s,Total_Time_s
2000,3,300,100,60000,0.12,1340.73,1221,5.01732,1231.48,0.000289687,60000,153.518,839,41,0.915205,33.1625,19.0795,899.08
2000,3,300,100,60000,0.1,1340.73,1221,5.01732,1231.48,0.000289687,60000,153.518,839,40,0.915205,32.8433,18.8958,897.896
2000,3,300,100,70000,0.15,1340.73,1221,5.01732,1419.89,0.00289687,70000,154.201,839,40,0.930954,38.8482,22.3507,901.351
2000,3,300,100,70000,0.12,1340.73,1221,5.01732,1419.89,0.00115875,70000,154.201,839,41,0.930954,38.2471,22.0048,902.005
2000,3,300,100,70000,0.1,1340.73,1221,5.01732,1419.89,0.000579374,70000,154.201,839,41,0.930954,38.3137,22.0432,902.043
2000,3,300,100,80000,0.15,1340.73,1221,5.01732,1609.03,0.00376593,80000,154.665,839,41,0.941758,43.726,25.157,905.157
2000,3,300,100,80000,0.12,1340.73,1221,5.01732,1609.04,0.00173812,80000,154.665,839,41,0.941758,43.8065,25.2033,905.203
2000,3,300,100,80000,0.1,1340.73,1221,5.01732,1609.04,0.000579374,80000,154.665,839,41,0.941758,43.8392,25.2222,905.222
2000,3,250,150,60000,0.15,1340.73,1221,5.01732,945.282,0.000869061,60000,154.79,839,40,0.903356,32.2257,18.5405,897.54
2000,3,250,150,60000,0.12,1340.73,1221,5.01732,945.283,0,60000,154.79,839,40,0.903356,32.5588,18.7322,897.732
2000,3,250,150,60000,0.1,1340.73,1221,5.01732,945.283,0,60000,154.79,839,40,0.903356,32.2425,18.5502,897.55
2000,3,250,150,70000,0.15,1340.73,1221,5.01732,1088.96,0.00173812,70000,155.705,839,40,0.923045,37.6422,21.6568,900.657
2000,3,250,150,70000,0.12,1340.73,1221,5.01732,1088.96,0.000579374,70000,155.705,839,40,0.923045,37.748,21.7177,900.718
2000,3,250,150,70000,0.1,1340.73,1221,5.01732,1088.96,0.000289687,70000,155.705,839,40,0.923045,38.0417,21.8867,900.887
2000,3,250,150,80000,0.15,1340.73,1221,5.01732,1231.27,0.00289687,80000,156.298,839,40,0.936592,43.1796,24.8427,903.843
2000,3,250,150,80000,0.12,1340.73,1221,5.01732,1231.27,0.000869061,80000,156.298,839,40,0.936592,43.1373,24.8183,903.818
2000,3,250,150,80000,0.1,1340.73,1221,5.01732,1231.27,0.000289687,80000,156.298,839,40,0.936592,43.0605,24.7742,903.774
2000,3,250,120,60000,0.15,1340.73,1221,5.01732,1070.78,0.000869061,60000,154.233,839,40,0.91222,32.9545,18.9598,897.96
2000,3,250,120,60000,0.12,1340.73,1221,5.01732,1070.78,0,60000,154.233,839,40,0.91222,32.9649,18.9658,897.966
2000,3,250,120,60000,0.1,1340.73,1221,5.01732,1070.78,0,60000,154.233,839,39,0.91222,32.9024,18.9298,896.93
2000,3,250,120,70000,0.15,1340.73,1221,5.01732,1234.59,0.00260718,70000,154.921,839,39,0.927921,37.9412,21.8288,899.829
2000,3,250,120,70000,0.12,1340.73,1221,5.01732,1234.6,0.000869061,70000,154.921,839,39,0.927921,38.0014,21.8635,899.864
2000,3,250,120,70000,0.1,1340.73,1221,5.01732,1234.6,0.000289687,70000,154.921,839,40,0.927921,38.0156,21.8717,900.872
2000,3,250,120,80000,0.15,1340.73,1221,5.01732,1398.26,0.00376593,80000,155.398,839,40,0.938891,43.4003,24.9697,903.97
2000,3,250,120,80000,0.12,1340.73,1221,5.01732,1398.26,0.00144844,80000,155.398,839,40,0.938891,43.615,25.0932,904.093
2000,3,250,120,80000,0.1,1340.73,1221,5.01732,1398.26,0.000289687,80000,155.398,839,40,0.938891,43.4053,24.9725,903.972
2000,3,250,100,60000,0.15,1340.73,1221,5.01732,1190.87,0.00260718,60000,153.379,839,40,0.915089,32.7546,18.8448,897.845
2000,3,250,100,60000,0.12,1340.73,1221,5.01732,1190.87,0.000869061,60000,153.379,839,40,0.915089,33.1194,19.0547,898.055
2000,3,250,100,60000,0.1,1340.73,1221,5.01732,1190.87,0.000289687,60000,153.379,839,40,0.915089,32.6918,18.8087,897.809
2000,3,250,100,70000,0.15,1340.73,1221,5.01732,1375.56,0.00347625,70000,153.982,839,40,0.928751,38.1935,21.974,900.974
2000,3,250,100,70000,0.12,1340.73,1221,5.01732,1375.56,0.00144844,70000,153.982,839,39,0.928751,38.2874,22.028,900.028
2000,3,250,100,70000,0.1,1340.73,1221,5.01732,1375.56,0.000289687,70000,153.982,839,40,0.928751,38.2294,21.9947,900.995
2000,3,250,100,80000,0.15,1340.73,1221,5.01732,1560.62,0.00782155,80000,154.435,839,40,0.939344,43.7685,25.1815,904.182
2000,3,250,100,80000,0.12,1340.73,1221,5.01732,1560.62,0.00347625,80000,154.435,839,40,0.939344,43.7488,25.1702,904.17
2000,3,250,100,80000,0.1,1340.73,1221,5.01732,1560.62,0.000579374,80000,154.435,839,40,0.939344,43.843,25.2243,904.224
1500,5,400,150,60000,0.15,1787.65,1674,4.97891,985.797,0.000869061,60000,152.196,935,42,0.841424,33.6721,19.3727,996.373
1500,5,400,150,60000,0.12,1787.65,1674,4.97891,985.797,0.000579374,60000,152.196,935,44,0.841424,33.4742,19.2588,998.259
1500,5,400,150,60000,0.1,1787.65,1674,4.97891,985.798,0.000289687,60000,152.196,935,40,0.841424,33.6947,19.3857,994.386
1500,5,400,150,70000,0.15,1787.65,1674,4.97891,1140.06,0.00115875,70000,155.606,935,43,0.896579,39.2859,22.6025,1000.6
1500,5,400,150,70000,0.12,1787.65,1674,4.97891,1140.06,0.000579374,70000,155.606,935,43,0.896579,39.0773,22.4825,1000.48
1500,5,400,150,70000,0.1,1787.65,1674,4.97891,1140.06,0.000289687,70000,155.606,935,42,0.896579,38.6501,22.2367,999.237
1500,5,400,150,80000,0.15,1787.65,1674,4.97891,1288.05,0.00173812,80000,156.705,935,43,0.918575,44.7187,25.7282,1003.73
1500,5,400,150,80000,0.12,1787.65,1674,4.97891,1288.05,0.00115875,80000,156.705,935,45,0.918575,45.2917,26.0578,1006.06
1500,5,400,150,80000,0.1,1787.65,1674,4.97891,1288.05,0.000579374,80000,156.705,935,41,0.918575,44.4777,25.5895,1001.59
1500,5,400,120,60000,0.15,1787.65,1674,4.97891,1121.17,0.00115875,60000,154.064,935,42,0.886517,33.4791,19.2617,996.262
1500,5,400,120,60000,0.12,1787.65,1674,4.97891,1121.17,0.000579374,60000,154.064,935,41,0.886517,33.8618,19.4818,995.482
1500,5,400,120,60000,0.1,1787.65,1674,4.97891,1121.17,0.000289687,60000,154.064,935,41,0.886517,33.8004,19.4465,995.447
1500,5,400,120,70000,0.15,1787.65,1674,4.97891,1289.57,0.00144844,70000,155.329,935,41,0.912164,39.0495,22.4665,998.466
1500,5,400,120,70000,0.12,1787.65,1674,4.97891,1289.57,0.000869061,70000,155.329,935,41,0.912164,39.5156,22.7347,998.735
1500,5,400,120,70000,0.1,1787.65,1674,4.97891,1289.57,0.000289687,70000,155.329,935,42,0.912164,39.0403,22.4612,999.461
1500,5,400,120,80000,0.15,1787.65,1674,4.97891,1457.62,0.00173812,80000,156.176,935,40,0.930424,44.77,25.7577,1000.76
1500,5,400,120,80000,0.12,1787.65,1674,4.97891,1457.62,0.00115875,80000,156.176,935,41,0.930424,44.7071,25.7215,1001.72
1500,5,400,120,80000,0.1,1787.65,1674,4.97891,1457.62,0.000579374,80000,156.176,935,42,0.930424,44.7749,25.7605,1002.76
1500,5,400,100,60000,0.15,1787.65,1674,4.97891,1243.53,0.00115875,60000,153.649,935,40,0.897689,34.164,19.6557,994.656
1500,5,400,100,60000,0.12,1787.65,1674,4.97891,1243.53,0.000579374,60000,153.649,935,42,0.897689,34.2488,19.7045,996.705
1500,5,400,100,60000,0.1,1787.65,1674,4.97891,1243.53,0.000289687,60000,153.649,935,41,0.897689,34.2077,19.6808,995.681
1500,5,400,100,70000,0.15,1787.65,1674,4.97891,1431.35,0.00173812,70000,154.649,935,41,0.918913,39.5104,22.7317,998.732
1500,5,400,100,70000,0.12,1787.65,1674,4.97891,1431.35,0.00115875,70000,154.649,935,41,0.918913,39.8963,22.9537,998.954
1500,5,400,100,70000,0.1,1787.65,1674,4.97891,1431.35,0.000579374,70000,154.649,935,42,0.918913,39.3792,22.6562,999.656
1500,5,400,100,80000,0.15,1787.65,1674,4.97891,1620.78,0.00260718,80000,155.425,935,40,0.936786,45.0382,25.912,1000.91
1500,5,400,100,80000,0.12,1787.65,1674,4.97891,1620.78,0.00115875,80000,155.425,935,41,0.936786,44.9676,25.8713,1001.87
1500,5,400,100,80000,0.1,1787.65,1674,4.97891,1620.78,0.000579374,80000,155.425,935,41,0.936786,45.2019,26.0062,1002.01
1500,5,350,150,60000,0.15,1787.65,1674,4.97891,960.929,0.000289687,60000,154.627,935,41,0.879893,33.4464,19.2428,995.243
1500,5,350,150,60000,0.12,1787.65,1674,4.97891,960.929,0,60000,154.627,935,40,0.879893,33.0669,19.0245,994.024
1500,5,350,150,60000,0.1,1787.65,1674,4.97891,960.929,0,60000,154.627,935,41,0.879893,33.4783,19.2612,995.261
1500,5,350,150,70000,0.15,1787.65,1674,4.97891,1106.2,0.000289687,70000,156.097,935,40,0.907664,38.5997,22.2077,997.208
1500,5,350,150,70000,0.12,1787.65,1674,4.97891,1106.2,0,70000,156.097,935,41,0.907664,38.6463,22.2345,998.235
1500,5,350,150,70000,0.1,1787.65,1674,4.97891,1106.2,0,70000,156.097,935,41,0.907664,40,23.0133,999.013
1500,5,350,150,80000,0.15,1787.65,1674,4.97891,1250.42,0.000579374,80000,157.058,935,40,0.927516,43.8838,25.2478,1000.25
1500,5,350,150,80000,0.12,1787.65,1674,4.97891,1250.42,0.000289687,80000,157.058,935,41,0.927516,43.7772,25.1865,1001.19
1500,5,350,150,80000,0.1,1787.65,1674,4.97891,1250.42,0,80000,157.058,935,43,0.927516,43.9027,25.2587,1003.26
1500,5,350,120,60000,0.15,1787.65,1674,4.97891,1088.47,0.000289687,60000,154.529,935,40,0.896163,33.684,19.3795,994.38
1500,5,350,120,60000,0.12,1787.65,1674,4.97891,1088.47,0,60000,154.529,935,39,0.896163,32.8998,18.9283,992.928
1500,5,350,120,60000,0.1,1787.65,1674,4.97891,1088.47,0,60000,154.529,935,40,0.896163,33.3708,19.1993,994.199
1500,5,350,120,70000,0.15,1787.65,1674,4.97891,1252.02,0.000579374,70000,155.627,935,40,0.918932,38.3665,22.0735,997.073
1500,5,350,120,70000,0.12,1787.65,1674,4.97891,1252.02,0.000289687,70000,155.627,935,40,0.918932,38.4858,22.1422,997.142
1500,5,350,120,70000,0.1,1787.65,1674,4.97891,1252.02,0,70000,155.627,935,40,0.918932,38.6669,22.2463,997.246
1500,5,350,120,80000,0.15,1787.65,1674,4.97891,1416.98,0.000869061,80000,156.404,935,39,0.936883,43.9308,25.2748,999.275
1500,5,350,120,80000,0.12,1787.65,1674,4.97891,1416.98,0.000289687,80000,156.404,935,40,0.936883,43.9215,25.2695,1000.27
1500,5,350,120,80000,0.1,1787.65,1674,4.97891,1416.98,0,80000,156.404,935,39,0.936883,43.5284,25.0433,999.043
1500,5,350,100,60000,0.15,1787.65,1674,4.97891,1207.84,0.000289687,60000,153.998,935,39,0.905017,33.6014,19.332,993.332
1500,5,350,100,60000,0.12,1787.65,1674,4.97891,1207.84,0,60000,153.998,935,39,0.905017,33.0965,19.0415,993.042
1500,5,350,100,60000,0.1,1787.65,1674,4.97891,1207.84,0,60000,153.998,935,39,0.905017,33.5038,19.2758,993.276
1500,5,350,100,70000,0.15,1787.65,1674,4.97891,1393.5,0.000869061,70000,154.928,935,39,0.92572,38.6437,22.233,996.233
1500,5,350,100,70000,0.12,1787.65,1674,4.97891,1393.5,0.000289687,70000,154.928,935,40,0.92572,39.0571,22.4708,997.471
1500,5,350,100,70000,0.1,1787.65,1674,4.97891,1393.5,0,70000,154.928,935,39,0.92572,38.6669,22.2463,996.246
1500,5,350,100,80000,0.15,1787.65,1674,4.97891,1578.03,0.00144844,80000,155.532,935,39,0.939769,44.2935,25.4835,999.484
1500,5,350,100,80000,0.12,1787.65,1674,4.97891,1578.03,0.000289687,80000,155.532,935,39,0.939769,44.2109,25.436,999.436
1500,5,350,100,80000,0.1,1787.65,1674,4.97891,1578.03,0,80000,155.532,935,39,0.939769,44.2546,25.4612,999.461
1500,5,300,150,60000,0.15,1787.65,1674,4.97891,929.828,0,60000,155.299,935,39,0.89318,32.354,18.6143,992.614
1500,5,300,150,60000,0.12,1787.65,1674,4.97891,929.828,0,60000,155.299,935,39,0.89318,32.407,18.6448,992.645
1500,5,300,150,60000,0.1,1787.65,1674,4.97891,929.828,0,60000,155.299,935,38,0.89318,32.8239,18.8847,991.885
1500,5,300,150,70000,0.15,1787.65,1674,4.97891,1069.97,0,70000,156.487,935,39,0.916219,37.841,21.7712,995.771
1500,5,300,150,70000,0.12,1787.65,1674,4.97891,1069.97,0,70000,156.487,935,39,0.916219,37.8644,21.7847,995.785
1500,5,300,150,70000,0.1,1787.65,1674,4.97891,1069.97,0,70000,156.487,935,39,0.916219,37.9276,21.821,995.821
1500,5,300,150,80000,0.15,1787.65,1674,4.97891,1210.27,0.000289687,80000,157.252,935,40,0.933272,42.9594,24.716,999.716
1500,5,300,150,80000,0.12,1787.65,1674,4.97891,1210.27,0,80000,157.252,935,39,0.933272,43.4018,24.9705,998.971
1500,5,300,150,80000,0.1,1787.65,1674,4.97891,1210.27,0,80000,157.252,935,39,0.933272,43.4994,25.0267,999.027
1500,5,300,120,60000,0.15,1787.65,1674,4.97891,1052.59,0,60000,154.906,935,39,0.904902,32.6648,18.7932,992.793
1500,5,300,120,60000,0.12,1787.65,1674,4.97891,1052.59,0,60000,154.906,935,39,0.904902,32.6419,18.78,992.78
1500,5,300,120,60000,0.1,1787.65,1674,4.97891,1052.59,0,60000,154.906,935,39,0.904902,33.0944,19.0403,993.04
1500,5,300,120,70000,0.15,1787.65,1674,4.97891,1214.1,0.000289687,70000,155.857,935,39,0.925701,38.1654,21.9578,995.958
1500,5,300,120,70000,0.12,1787.65,1674,4.97891,1214.1,0,70000,155.857,935,39,0.925701,38.1802,21.9663,995.966
1500,5,300,120,70000,0.1,1787.65,1674,4.97891,1214.1,0,70000,155.857,935,39,0.925701,38.1883,21.971,995.971
1500,5,300,120,80000,0.15,1787.65,1674,4.97891,1373.47,0.000869061,80000,156.488,935,39,0.940252,43.3311,24.9298,998.93
1500,5,300,120,80000,0.12,1787.65,1674,4.97891,1373.47,0,80000,156.488,935,39,0.940252,43.7329,25.161,999.161
1500,5,300,120,80000,0.1,1787.65,1674,4.97891,1373.47,0,80000,156.488,935,39,0.940252,43.8346,25.2195,999.22
1500,5,300,100,60000,0.15,1787.65,1674,4.97891,1172.54,0,60000,154.25,935,39,0.912182,32.9467,18.9553,992.955
1500,5,300,100,60000,0.12,1787.65,1674,4.97891,1172.54,0,60000,154.25,935,39,0.912182,32.9748,18.9715,992.971
1500,5,300,100,60000,0.1,1787.65,1674,4.97891,1172.54,0,60000,154.25,935,39,0.912182,33.447,19.2432,993.243
1500,5,300,100,70000,0.15,1787.65,1674,4.97891,1353.05,0.000579374,70000,155.004,935,38,0.929341,38.5345,22.1702,995.17
1500,5,300,100,70000,0.12,1787.65,1674,4.97891,1353.05,0,70000,155.004,935,39,0.929341,38.5976,22.2065,996.207
1500,5,300,100,70000,0.1,1787.65,1674,4.97891,1353.05,0,70000,155.004,935,40,0.929341,38.5324,22.169,997.169
1500,5,300,100,80000,0.15,1787.65,1674,4.97891,1532.92,0.000869061,80000,155.53,935,39,0.941536,43.6443,25.11,999.11
1500,5,300,100,80000,0.12,1787.65,1674,4.97891,1532.92,0,80000,155.53,935,38,0.941536,44.1671,25.4108,998.411
1500,5,300,100,80000,0.1,1787.65,1674,4.97891,1532.92,0,80000,155.53,935,38,0.941536,44.1993,25.4293,998.429
1500,5,250,150,60000,0.15,1787.65,1674,4.97891,894.957,0,60000,155.742,935,38,0.901918,32.7173,18.8233,991.823
1500,5,250,150,60000,0.12,1787.65,1674,4.97891,894.957,0,60000,155.742,935,39,0.901918,32.7952,18.8682,992.868
1500,5,250,150,60000,0.1,1787.65,1674,4.97891,894.957,0,60000,155.742,935,39,0.901918,32.3407,18.6067,992.607
1500,5,250,150,70000,0.15,1787.65,1674,4.97891,1031.55,0,70000,156.704,935,39,0.922727,37.8062,21.7512,995.751
1500,5,250,150,70000,0.12,1787.65,1674,4.97891,1031.55,0,70000,156.704,935,38,0.922727,37.7685,21.7295,994.73
1500,5,250,150,70000,0.1,1787.65,1674,4.97891,1031.55,0,70000,156.704,935,39,0.922727,37.7598,21.7245,995.725
1500,5,250,150,80000,0.15,1787.65,1674,4.97891,1166.24,0.000289687,80000,157.329,935,40,0.937027,42.7694,24.6067,999.607
1500,5,250,150,80000,0.12,1787.65,1674,4.97891,1166.24,0,80000,157.329,935,39,0.937027,43.2697,24.8945,998.894
1500,5,250,150,80000,0.1,1787.65,1674,4.97891,1166.24,0,80000,157.329,935,39,0.937027,43.2969,24.9102,998.91
1500,5,250,120,60000,0.15,1787.65,1674,4.97891,1016.69,0,60000,155.105,935,40,0.911196,32.5524,18.7285,993.729
1500,5,250,120,60000,0.12,1787.65,1674,4.97891,1016.69,0,60000,155.105,935,39,0.911196,32.5139,18.7063,992.706
1500,5,250,120,60000,0.1,1787.65,1674,4.97891,1016.69,0,60000,155.105,935,39,0.911196,33.0264,19.0012,993.001
1500,5,250,120,70000,0.15,1787.65,1674,4.97891,1172.18,0.000289687,70000,155.887,935,40,0.928761,38.1318,21.9385,996.938
1500,5,250,120,70000,0.12,1787.65,1674,4.97891,1172.18,0,70000,155.887,935,40,0.928761,38.2068,21.9817,996.982
1500,5,250,120,70000,0.1,1787.65,1674,4.97891,1172.18,0,70000,155.887,935,39,0.928761,38.1437,21.9453,995.945
1500,5,250,120,80000,0.15,1787.65,1674,4.97891,1327.74,0.000579374,80000,156.381,935,39,0.940309,43.1605,24.8317,998.832
1500,5,250,120,80000,0.12,1787.65,1674,4.97891,1327.74,0,80000,156.381,935,40,0.940309,43.7312,25.16,1000.16
1500,5,250,120,80000,0.1,1787.65,1674,4.97891,1327.74,0,80000,156.381,935,38,0.940309,43.8673,25.2383,998.238
1500,5,250,100,60000,0.15,1787.65,1674,4.97891,1134.21,0,60000,154.286,935,39,0.915204,33.2908,19.1533,993.153
1500,5,250,100,60000,0.12,1787.65,1674,4.97891,1134.21,0,60000,154.286,935,39,0.915204,32.7665,18.8517,992.852
1500,5,250,100,60000,0.1,1787.65,1674,4.97891,1134.21,0,60000,154.286,935,39,0.915204,32.759,18.8473,992.847
1500,5,250,100,70000,0.15,1787.65,1674,4.97891,1309.7,0.000579374,70000,154.928,935,39,0.929939,38.3152,22.044,996.044
1500,5,250,100,70000,0.12,1787.65,1674,4.97891,1309.7,0,70000,154.928,935,38,0.929939,38.9001,22.3805,995.38
1500,5,250,100,70000,0.1,1787.65,1674,4.97891,1309.7,0,70000,154.928,935,38,0.929939,38.2804,22.024,995.024
1500,5,250,100,80000,0.15,1787.65,1674,4.97891,1485.93,0.00173812,80000,155.37,935,39,0.940087,43.4809,25.016,999.016
1500,5,250,100,80000,0.12,1787.65,1674,4.97891,1485.93,0.000289687,80000,155.37,935,39,0.940087,43.9377,25.2788,999.279
1500,5,250,100,80000,0.1,1787.65,1674,4.97891,1485.93,0.000289687,80000,155.37,935,39,0.940087,44.0322,25.3332,999.333
